molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL5837566,CC(=O)N1CCC(S(=O)(=O)c2ccc(CNC(=O)c3cnc4[nH]ncc4c3)cc2)CC1,207.0,active
CHEMBL6040746,CC(=O)N1CCC(S(=O)(=O)c2ccc(CNC(=O)c3cnc4nccn4c3)cc2)CC1,5.1,active
CHEMBL5850650,O=C(NCc1ccc(S(=O)(=O)[C@H]2CCOC2)cc1)c1cc2ccncc2o1,73.8,active
CHEMBL5979239,O=C(NCc1ccc(S(=O)(=O)[C@H]2CCOC2)cc1)c1cnc2[nH]ncc2c1,315.0,active
CHEMBL5901903,O=C(NCc1ccc(S(=O)(=O)[C@@H]2CCOC2)cc1)c1cc2ccncc2o1,175.0,active
CHEMBL6027829,O=C(NCc1ccc(S(=O)(=O)[C@@H]2CCOC2)cc1)c1cnc2[nH]ncc2c1,227.0,active
CHEMBL5846517,O=C(NCc1ccc(S(=O)(=O)C2CCNCC2)cc1)c1ccc2nccn2c1,90.6,active
CHEMBL5971633,O=C(NCc1ccc(S(=O)(=O)N2CCN(C3COC3)CC2)cc1)c1ccc2nccn2c1,29.4,active
CHEMBL5768613,CC(=O)N1CCN(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)cc2)CC1,22.4,active
CHEMBL5996249,O=C(NCc1ccc(S(=O)(=O)N2CCN(CCO)CC2)cc1)c1ccc2nccn2c1,75.9,active
CHEMBL6016772,N#CC1CCN(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)cc2)CC1,41.0,active
CHEMBL5954887,O=C(NCc1ccc(S(=O)(=O)N2CCC(CO)CC2)cc1)c1ccc2nccn2c1,24.7,active
CHEMBL5939587,O=C(NCc1ccc(S(=O)(=O)N2CCC(N3CCCC3)CC2)cc1)c1ccc2nccn2c1,14.4,active
CHEMBL5788778,COCCN1CCN(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)cc2)CC1,46.1,active
CHEMBL6045236,O=C(NCc1ccc(S(=O)(=O)N2CCC(F)(F)C2)cc1)c1ccc2nccn2c1,15.8,active
CHEMBL5816093,CC(=O)N1CCCN(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)cc2)CC1,25.7,active
CHEMBL6035983,CC(=O)N(C)C1CCN(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)cc2)C1,20.3,active
CHEMBL5989450,CC(C)(C)OC(=O)N1CCC2(CCCN(S(=O)(=O)c3ccc(CNC(=O)c4ccc5nccn5c4)cc3)C2)C1,34.5,active
CHEMBL5949829,CC(C)(C)OC(=O)N1CCC2(CCN(S(=O)(=O)c3ccc(CNC(=O)c4ccc5nccn5c4)cc3)CC2)C1,29.5,active
CHEMBL5756038,N#CCCN1CCN(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)cc2)CC1,26.9,active
CHEMBL6025181,CN(C)CCN1CCN(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)cc2)CC1,6.8,active
CHEMBL5767144,O=C(NCc1ccc(S(=O)(=O)N2CCC[C@@H]2CO)cc1)c1ccc2nccn2c1,48.6,active
CHEMBL6042649,O=C(NCc1ccc(S(=O)(=O)N2CCC[C@H]2CO)cc1)c1ccc2nccn2c1,23.7,active
CHEMBL5916885,CN(C)[C@H]1CCN(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)cc2)C1,25.6,active
CHEMBL5744668,CN1CCN(C(=O)C2CCN(S(=O)(=O)c3ccc(CNC(=O)c4ccc5nccn5c4)cc3)CC2)CC1,2.7,active
CHEMBL5849046,CN1CCN(C2CCN(S(=O)(=O)c3ccc(CNC(=O)c4ccc5nccn5c4)cc3)CC2)CC1,3.1,active
CHEMBL5770766,O=C(NCc1ccc(S(=O)(=O)N2CCC(C(F)(F)F)C2)cc1)c1ccc2nccn2c1,5.6,active
CHEMBL6033988,O=C(NCc1ccc(S(=O)(=O)N2CCC(F)(F)CC2)cc1)c1ccc2nccn2c1,25.9,active
CHEMBL5791090,CC(=O)N1CCC(S(=O)(=O)c2ccc(CNC(=O)c3cc4cnccc4[nH]3)cc2)CC1,64.2,active
CHEMBL5742954,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3COC3)CC2)cc1)c1ccc2nccn2c1,19.4,active
CHEMBL5820240,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3COC3)CC2)cc1)c1cc2cnccc2[nH]1,37.3,active
CHEMBL3394720,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3COC3)CC2)cc1)c1cc2ccncc2o1,17.8,active
CHEMBL3260354,O=C(NCc1ccc(S(=O)(=O)N2CCN(C3COC3)CC2)cc1)c1cnc2[nH]ncc2c1,229.0,active
CHEMBL5782457,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3COC3)CC2)cc1)c1cnc2nccn2c1,4.1,active
CHEMBL5982450,O=C(NCc1ccc(S(=O)(=O)N2CCN(C3COC3)CC2)cc1)c1cnc2nccn2c1,4.4,active
CHEMBL5894787,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3COC3)CC2)cc1)c1cc2ccncc2s1,4.3,active
CHEMBL5796486,CC(C)(C)OC(=O)N1CCC2(CC1)CCN(S(=O)(=O)c1ccc(CNC(=O)c3ccc4nccn4c3)cc1)CC2,5.8,active
CHEMBL5821821,CC(C)(C)OC(=O)N1CCCC2(CCN(S(=O)(=O)c3ccc(CNC(=O)c4ccc5nccn5c4)cc3)CC2)C1,25.5,active
CHEMBL5869883,CC(C)(C)OC(=O)N1CCCCC12CCCN(S(=O)(=O)c1ccc(CNC(=O)c3ccc4nccn4c3)cc1)C2,37.4,active
CHEMBL6020207,CC(C)(C)OC(=O)N1CCC2(CC1)CN(S(=O)(=O)c1ccc(CNC(=O)c3ccc4nccn4c3)cc1)CCO2,40.5,active
CHEMBL5945205,CC(C)(C)OC(=O)N1CCCC12CCN(S(=O)(=O)c1ccc(CNC(=O)c3ccc4nccn4c3)cc1)CC2,11.2,active
CHEMBL5742359,CC(C)(C)OC(=O)N1CCCC2(C1)CN(S(=O)(=O)c1ccc(CNC(=O)c3ccc4nccn4c3)cc1)CCO2,17.5,active
CHEMBL6005210,CC(C)(C)OC(=O)NC1CC2(CCN(S(=O)(=O)c3ccc(CNC(=O)c4ccc5nccn5c4)cc3)CC2)C1,14.5,active
CHEMBL5958817,CC(C)(C)OC(=O)N1CC2CN(S(=O)(=O)c3ccc(CNC(=O)c4ccc5nccn5c4)cc3)CC21,46.9,active
CHEMBL5814547,CC(C)(C)OC(=O)NCC12CC(CN1S(=O)(=O)c1ccc(CNC(=O)c3ccc4nccn4c3)cc1)C2,34.0,active
CHEMBL5750601,CC(C)(C)OC(=O)N1CC2OCCN(S(=O)(=O)c3ccc(CNC(=O)c4ccc5nccn5c4)cc3)C2C1,75.8,active
CHEMBL5819940,CC(C)(C)OC(=O)N1CCC2(CCCN(S(=O)(=O)c3ccc(CNC(=O)c4ccc5nccn5c4)cc3)C2)CC1,40.4,active
CHEMBL5753983,CC(C)(C)OC(=O)NC12CC1CN(S(=O)(=O)c1ccc(CNC(=O)c3ccc4nccn4c3)cc1)C2,19.4,active
CHEMBL5868039,CC(C)(C)OC(=O)N1CC2CN(S(=O)(=O)c3ccc(CNC(=O)c4ccc5nccn5c4)cc3)CC(C1)O2,330.0,active
CHEMBL5750601,CC(C)(C)OC(=O)N1CC2OCCN(S(=O)(=O)c3ccc(CNC(=O)c4ccc5nccn5c4)cc3)C2C1,166.0,active
CHEMBL5922143,CC(C)(C)OC(=O)N1CC2CCN(S(=O)(=O)c3ccc(CNC(=O)c4ccc5nccn5c4)cc3)C2C1,20.2,active
CHEMBL5957917,CC(C)(C)OC(=O)N1CCC2CN(S(=O)(=O)c3ccc(CNC(=O)c4ccc5nccn5c4)cc3)CC21,43.7,active
CHEMBL6064468,CC(C)(C)OC(=O)N1CC2CN(S(=O)(=O)c3ccc(CNC(=O)c4ccc5nccn5c4)cc3)CC2C1,10.5,active
CHEMBL5919322,O=C(NCc1ccc(S(=O)(=O)N2CC3COCC(C2)C3O)cc1)c1ccc2nccn2c1,28.8,active
CHEMBL5871780,CC1CN(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)cc2)CC1O,14.5,active
CHEMBL5861333,O=C(NCc1ccc(S(=O)(=O)N2C3COCC2CC(O)C3)cc1)c1ccc2nccn2c1,46.4,active
CHEMBL5973134,O=C(NCc1ccc(S(=O)(=O)N2CC3CC2CC3(F)F)cc1)c1ccc2nccn2c1,14.8,active
CHEMBL5787655,CN1CC2CN(S(=O)(=O)c3ccc(CNC(=O)c4ccc5nccn5c4)cc3)CC(C1)O2,113.0,active
CHEMBL5857489,CN1CC2CCN(S(=O)(=O)c3ccc(CNC(=O)c4ccc5nccn5c4)cc3)C2C1,100.0,active
CHEMBL5950682,CN1CCC2CN(S(=O)(=O)c3ccc(CNC(=O)c4ccc5nccn5c4)cc3)CC21,54.0,active
CHEMBL5866788,CC1(O)CCN(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)cc2)CC1,28.4,active
CHEMBL5780606,O=C(NCc1ccc(S(=O)(=O)N2CCC3OCCC3C2)cc1)c1ccc2nccn2c1,12.7,active
CHEMBL6035649,O=C(NCc1ccc(S(=O)(=O)N2CC3CC(F)(F)C3C2)cc1)c1ccc2nccn2c1,13.7,active
CHEMBL3127513,O=C(NCc1ccc(S(=O)(=O)N2CCN(C3COC3)CC2)cc1)c1cc2ccncc2o1,28.3,active
CHEMBL5946867,O=C(NCc1ccc(S(=O)(=O)N2CCC[C@H](O)C2)cc1)c1cc2ccncc2o1,31.5,active
CHEMBL6022631,O=C(NCc1ccc(S(=O)(=O)N2CCC[C@@H](O)C2)cc1)c1cc2ccncc2o1,27.4,active
CHEMBL5763417,O=C(NCc1ccc(S(=O)(=O)N2CCC3(CCNC3)CC2)cc1)C1CCc2nccn2C1,32.1,active
CHEMBL5841221,O=C(NCc1ccc(S(=O)(=O)N2CC3COCC3C2)cc1)c1cc2ccncc2o1,16.5,active
CHEMBL6043409,O=C(NCc1ccc(S(=O)(=O)C2CCCOC2)cc1)c1cc2cnccc2[nH]1,33.1,active
CHEMBL5880423,O=C(NCc1ccc(S(=O)(=O)C2CCCOC2)cc1)c1cnc2[nH]ncc2c1,219.0,active
CHEMBL3260353,O=C(NCc1ccc(S(=O)(=O)N2CCC(N3CCCC3)CC2)cc1)c1cnc2[nH]ncc2c1,94.1,active
CHEMBL5882084,O=C(NCc1ccc(S(=O)(=O)N2CCC(N3CCCC3)CC2)cc1)c1cc2ccncc2o1,17.9,active
CHEMBL5744911,O=C(NCc1ccc(S(=O)(=O)N2CC3COCC3C2)cc1)c1cnc2[nH]ncc2c1,150.0,active
CHEMBL6040231,O=C(NCc1ccc(S(=O)(=O)N2C[C@H]3C[C@@H]2C3)cc1)c1ccc2nccn2c1,12.0,active
CHEMBL6034867,O=C(NCc1ccc(S(=O)(=O)N2CC3CC3C2)cc1)c1ccc2nccn2c1,4.7,active
CHEMBL5883945,CC1(O)CCN(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)cc2)C1,52.1,active
CHEMBL5831544,CN1C2COCC1CN(S(=O)(=O)c1ccc(CNC(=O)c3ccc4nccn4c3)cc1)C2,122.0,active
CHEMBL5772793,CC(=O)N1CC2CC1CN2S(=O)(=O)c1ccc(CNC(=O)c2ccc3nccn3c2)cc1,81.5,active
CHEMBL5868424,O=C(NCc1ccc(S(=O)(=O)N2CC3CC2CC3F)cc1)c1ccc2nccn2c1,8.1,active
CHEMBL6008034,CN1CC2CC(C1)N(S(=O)(=O)c1ccc(CNC(=O)c3ccc4nccn4c3)cc1)C2,95.8,active
CHEMBL5871111,O=C(NCc1ccc(S(=O)(=O)N2CCC3CC32)cc1)c1ccc2nccn2c1,17.2,active
CHEMBL5851209,O=C(NCc1ccc(S(=O)(=O)N2CCOC3(CCOC3)C2)cc1)c1ccc2nccn2c1,23.7,active
CHEMBL6038463,O=C(NCc1ccc(S(=O)(=O)C2CCCOC2)cc1)c1cc2ccncc2o1,30.4,active
CHEMBL5814668,O=C(NCc1ccc(S(=O)(=O)C2CCCOC2)cc1)c1ccc2nccn2c1,32.9,active
CHEMBL5928487,O=C(NCc1ccc(S(=O)(=O)N2CCN(C3CCOCC3)CC2)cc1)c1cc2ccncc2o1,30.4,active
CHEMBL5826441,CC(=O)N1CCC(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)cc2)CC1,39.8,active
CHEMBL5928834,O=C(NCc1ccc(S(=O)(=O)N2CC3CC2CO3)cc1)c1cnc2[nH]ncc2c1,211.0,active
CHEMBL5921215,COCCN1CCN(S(=O)(=O)c2ccc(CNC(=O)c3cnc4[nH]ncc4c3)cc2)CC1,183.0,active
CHEMBL6011955,O=C(NCc1ccc(S(=O)(=O)N2CCN(CO)CC2)cc1)c1cnc2[nH]ncc2c1,152.0,active
CHEMBL5967773,O=C(NCc1ccc(S(=O)(=O)N2CCC(F)(F)C2)cc1)c1cnc2[nH]ncc2c1,65.2,active
CHEMBL5935986,O=C(NCc1ccc(S(=O)(=O)N2CC3CCC(F)(F)C3C2)cc1)c1cnc2[nH]ncc2c1,37.9,active
CHEMBL5754094,O=C(NCc1ccc(S(=O)(=O)N2CC3CC(F)(F)CC3C2)cc1)c1cnc2[nH]ncc2c1,20.3,active
CHEMBL5893592,O=C(NCc1ccc(S(=O)(=O)N2CC3CCOC3C2)cc1)c1cnc2[nH]ncc2c1,133.0,active
CHEMBL5825585,CC(C)CN1CCC([S+]([O-])c2ccc(CNC(=O)c3cnc4nccn4c3)cc2)CC1,7.6,active
CHEMBL3394724,CC(C)CN1CCC([S+]([O-])c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)CC1,9.3,active
CHEMBL5867416,CC(C)CN1CCC([S+]([O-])c2ccc(CNC(=O)c3cnc4[nH]ncc4c3)cc2)CC1,130.0,active
CHEMBL6048238,CC(C)CN1CCC([S+]([O-])c2ccc(CNC(=O)c3cc4cnccc4[nH]3)cc2)CC1,26.3,active
CHEMBL5779669,CC(C)(C)OC(=O)N1CCCC12CCCN(S(=O)(=O)c1ccc(CNC(=O)c3ccc4nccn4c3)cc1)CC2,8.99,active
CHEMBL5877039,CC(C)(C)OC(=O)N1CCC2(CCCN2S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)cc2)CC1,283.0,active
CHEMBL5857232,CC(C)CN1CCC([S+]([O-])c2ccc(CNC(=O)c3ccc4nccn4c3)cc2)CC1,14.2,active
CHEMBL5825585,CC(C)CN1CCC([S+]([O-])c2ccc(CNC(=O)c3cnc4nccn4c3)cc2)CC1,7.7,active
CHEMBL3394724,CC(C)CN1CCC([S+]([O-])c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)CC1,9.3,active
CHEMBL5867416,CC(C)CN1CCC([S+]([O-])c2ccc(CNC(=O)c3cnc4[nH]ncc4c3)cc2)CC1,130.0,active
CHEMBL6048238,CC(C)CN1CCC([S+]([O-])c2ccc(CNC(=O)c3cc4cnccc4[nH]3)cc2)CC1,26.3,active
CHEMBL3394724,CC(C)CN1CCC([S+]([O-])c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)CC1,1700.0,intermediate
CHEMBL3394724,CC(C)CN1CCC([S+]([O-])c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)CC1,4.7,active
CHEMBL6006647,O=C(NCc1ccc(S(=O)(=O)N2CC3(CCOCC3)C2)cc1)c1ccc2nccn2c1,10.3,active
CHEMBL6022724,O=C(NCc1ccc(S(=O)(=O)N2CC3(CCNCC3)C2)cc1)c1ccc2nccn2c1,14.2,active
CHEMBL2419534,O=C(NCc1ccc(S(=O)(=O)N2CCN(C3CCOCC3)CC2)cc1)N1Cc2ccncc2C1,12.4,active
CHEMBL5766641,CN1CCC2(C1)CN(S(=O)(=O)c1ccc(CNC(=O)c3cc4ccncc4o3)cc1)C2,2.83,active
CHEMBL5853053,O=C(NCc1ccc(S(=O)(=O)C2CCOCC2)cc1)c1cnc2[nH]ncc2c1,308.0,active
CHEMBL5776456,O=C(NCc1ccc(S(=O)(=O)C2CCOCC2)cc1)c1cnc2nccn2c1,8.65,active
CHEMBL5824777,O=C(NCc1ccc(S(=O)(=O)C2CCOCC2)cc1)c1ccc2nccn2c1,34.5,active
CHEMBL3394717,O=C(NCc1ccc(S(=O)(=O)C2CCOCC2)cc1)c1cc2cnccc2[nH]1,104.0,active
CHEMBL3394716,O=C(NCc1ccc(S(=O)(=O)C2CCOCC2)cc1)c1cc2ccncc2o1,32.2,active
CHEMBL5973475,O=C(NCc1ccc(S(=O)(=O)C2CCNCC2)cc1)c1cnc2[nH]ncc2c1,669.0,active
CHEMBL5771120,O=C(NCc1ccc(S(=O)(=O)C2CCNCC2)cc1)c1cc2ccncc2s1,66.0,active
CHEMBL3394721,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3CCOCC3)CC2)cc1)c1cc2ccncc2o1,14.6,active
CHEMBL5986394,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3CCOCC3)CC2)cc1)c1cnc2[nH]ncc2c1,59.2,active
CHEMBL5913491,CC(=O)N1CCC(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)CC1,29.3,active
CHEMBL5812041,O=C(NCc1ccc(S(=O)(=O)C2CCN(CC(F)(F)F)CC2)cc1)c1cnc2[nH]ncc2c1,47.7,active
CHEMBL5872401,O=C(NCc1ccc(S(=O)(=O)C2CCN(CC(F)(F)F)CC2)cc1)c1cnc2nccn2c1,3.72,active
CHEMBL5847647,O=C(NCc1ccc(S(=O)(=O)C2CCN(CC(F)(F)F)CC2)cc1)c1ccc2nccn2c1,17.7,active
CHEMBL5947923,O=C(NCc1ccc(S(=O)(=O)C2CCN(CC(F)(F)F)CC2)cc1)c1cc2cnccc2[nH]1,15.4,active
CHEMBL5912758,O=C(NCc1ccc(S(=O)(=O)C2CCN(CC(F)(F)F)CC2)cc1)c1cc2ccncc2o1,13.5,active
CHEMBL3394722,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3CCOCC3)CC2)cc1)c1cc2cnccc2[nH]1,20.7,active
CHEMBL5937546,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3CCOCC3)CC2)cc1)c1ccc2nccn2c1,13.6,active
CHEMBL6031042,O=C(NCc1ccc(S(=O)(=O)N2CCC3(CNC3)C2)cc1)c1ccc2nccn2c1,81.5,active
CHEMBL5919091,CN1CCC2(C1)CN(S(=O)(=O)c1ccc(CNC(=O)c3ccc4nccn4c3)cc1)C2,30.4,active
CHEMBL5775429,O=C(NCc1ccc(S(=O)(=O)N2CCC3(CCNC3=O)C2)cc1)c1ccc2nccn2c1,16.0,active
CHEMBL6006647,O=C(NCc1ccc(S(=O)(=O)N2CC3(CCOCC3)C2)cc1)c1ccc2nccn2c1,10.3,active
CHEMBL6050255,O=C(NCc1ccc(S(=O)(=O)N2CCC3(CCCO3)C2)cc1)c1ccc2nccn2c1,8.45,active
CHEMBL6028591,O=C(NCc1ccc(S(=O)(=O)N2CC3(CCOC3)C2)cc1)c1ccc2nccn2c1,25.0,active
CHEMBL5843198,O=C(NCc1ccc(S(=O)(=O)[C@H]2CCOC2)cc1)c1cc2cnccc2[nH]1,125.0,active
CHEMBL5762832,O=C(NCc1ccc(S(=O)(=O)[C@H]2CCOC2)cc1)c1cnc2nccn2c1,9.77,active
CHEMBL5955461,O=C(NCc1ccc(S(=O)(=O)[C@H]2CCOC2)cc1)c1ccc2nccn2c1,64.2,active
CHEMBL5778935,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3CCOCC3)CC2)cc1)c1cnc2nccn2c1,3.98,active
CHEMBL5750471,O=C(NCc1ccc(S(=O)(=O)[C@@H]2CCOC2)cc1)c1cc2cnccc2[nH]1,118.0,active
CHEMBL6049177,O=C(NCc1ccc(S(=O)(=O)[C@@H]2CCOC2)cc1)c1cnc2nccn2c1,8.88,active
CHEMBL6016975,O=C(NCc1ccc(S(=O)(=O)[C@@H]2CCOC2)cc1)c1ccc2nccn2c1,51.3,active
CHEMBL5837566,CC(=O)N1CCC(S(=O)(=O)c2ccc(CNC(=O)c3cnc4[nH]ncc4c3)cc2)CC1,207.0,active
CHEMBL6040746,CC(=O)N1CCC(S(=O)(=O)c2ccc(CNC(=O)c3cnc4nccn4c3)cc2)CC1,5.12,active
CHEMBL5850650,O=C(NCc1ccc(S(=O)(=O)[C@H]2CCOC2)cc1)c1cc2ccncc2o1,73.8,active
CHEMBL5979239,O=C(NCc1ccc(S(=O)(=O)[C@H]2CCOC2)cc1)c1cnc2[nH]ncc2c1,315.0,active
CHEMBL5901903,O=C(NCc1ccc(S(=O)(=O)[C@@H]2CCOC2)cc1)c1cc2ccncc2o1,175.0,active
CHEMBL6027829,O=C(NCc1ccc(S(=O)(=O)[C@@H]2CCOC2)cc1)c1cnc2[nH]ncc2c1,227.0,active
CHEMBL5846517,O=C(NCc1ccc(S(=O)(=O)C2CCNCC2)cc1)c1ccc2nccn2c1,90.6,active
CHEMBL5884375,CC(C)(C)OC(=O)N1CCC2(CC1)CCN(S(=O)(=O)c1ccc(CNC(=O)c3ccc4nccn4c3)cc1)C2,16.4,active
CHEMBL5823460,CC(C)(C)OC(=O)N1CCCC12CCN(S(=O)(=O)c1ccc(CNC(=O)c3ccc4nccn4c3)cc1)C2,13.3,active
CHEMBL6004064,CC(C)(C)OC(=O)N1CCC2(CCCN2S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)cc2)C1,109.0,active
CHEMBL5791979,CC(C)(C)OC(=O)N1CCCC2(C1)CN(S(=O)(=O)c1ccc(CNC(=O)c3ccc4nccn4c3)cc1)C2,11.8,active
CHEMBL5995269,O=C(NCc1ccc(S(=O)(=O)N2CC(F)(F)C2)cc1)c1ccc2nccn2c1,33.3,active
CHEMBL5862773,O=C(NCc1ccc(S(=O)(=O)N2CCC2)cc1)c1ccc2nccn2c1,41.0,active
CHEMBL5819793,CC(C)(C)OC(=O)N1CCC2(CCN(S(=O)(=O)c3ccc(CNC(=O)c4ccc5nccn5c4)cc3)C2)C1,14.4,active
CHEMBL5746757,CC(C)(C)OC(=O)N1CCCC2(CCN(S(=O)(=O)c3ccc(CNC(=O)c4ccc5nccn5c4)cc3)C2)C1,6.34,active
CHEMBL5912518,CC(C)(C)OC(=O)N1CCCCC12CCN(S(=O)(=O)c1ccc(CNC(=O)c3ccc4nccn4c3)cc1)C2,14.9,active
CHEMBL5768284,CN(C)C(=O)C1CN(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)cc2)C1,14.1,active
CHEMBL6046715,O=C(NCc1ccc(S(=O)(=O)N2CC(O)C2)cc1)c1ccc2nccn2c1,52.3,active
CHEMBL5955644,CN1CCN(C(=O)C2CN(S(=O)(=O)c3ccc(CNC(=O)c4ccc5nccn5c4)cc3)C2)CC1,7.03,active
CHEMBL5791090,CC(=O)N1CCC(S(=O)(=O)c2ccc(CNC(=O)c3cc4cnccc4[nH]3)cc2)CC1,64.2,active
CHEMBL5742954,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3COC3)CC2)cc1)c1ccc2nccn2c1,19.4,active
CHEMBL5820240,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3COC3)CC2)cc1)c1cc2cnccc2[nH]1,37.3,active
CHEMBL3394720,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3COC3)CC2)cc1)c1cc2ccncc2o1,17.8,active
CHEMBL5782457,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3COC3)CC2)cc1)c1cnc2nccn2c1,4.13,active
CHEMBL5894787,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3COC3)CC2)cc1)c1cc2ccncc2s1,4.27,active
CHEMBL6061575,O=C(NCc1ccc(S(=O)(=O)N2CC3(CCCNC3)C2)cc1)c1ccc2nccn2c1,27.4,active
CHEMBL5915745,O=C(NCc1ccc(S(=O)(=O)N2CCC3(CCCN3)C2)cc1)c1ccc2nccn2c1,57.0,active
CHEMBL5760434,O=C(NCc1ccc(S(=O)(=O)N2CCC3(CCNCC3)C2)cc1)c1ccc2nccn2c1,53.7,active
CHEMBL5915745,O=C(NCc1ccc(S(=O)(=O)N2CCC3(CCCN3)C2)cc1)c1ccc2nccn2c1,46.8,active
CHEMBL6056301,CC(=O)N1CC2(C1)CN(S(=O)(=O)c1ccc(CNC(=O)c3ccc4nccn4c3)cc1)C2,37.8,active
CHEMBL6022724,O=C(NCc1ccc(S(=O)(=O)N2CC3(CCNCC3)C2)cc1)c1ccc2nccn2c1,14.2,active
CHEMBL6041320,O=C(NCc1ccc(S(=O)(=O)N2CCC3(CCNC3)C2)cc1)c1ccc2nccn2c1,64.9,active
CHEMBL6017249,O=C(NCc1ccc(S(=O)(=O)N2CC3(CCOCC3)C2)cc1)c1cc2ccncc2o1,18.2,active
CHEMBL2419520,O=C(NCc1ccc(S(=O)(=O)C2CCOCC2)cc1)N1Cc2ccncc2C1,21.2,active
CHEMBL2419522,CC(=O)N1CCC(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)cc2)CC1,32.6,active
CHEMBL6043409,O=C(NCc1ccc(S(=O)(=O)C2CCCOC2)cc1)c1cc2cnccc2[nH]1,33.1,active
CHEMBL5880423,O=C(NCc1ccc(S(=O)(=O)C2CCCOC2)cc1)c1cnc2[nH]ncc2c1,219.0,active
CHEMBL2419521,O=C(NCc1ccc(S(=O)(=O)C2CCCOC2)cc1)N1Cc2ccncc2C1,17.3,active
CHEMBL3260356,O=C(NCc1ccc(S(=O)(=O)N2CC3(CCOCC3)C2)cc1)c1cnc2[nH]ncc2c1,113.0,active
CHEMBL5796351,O=C(NCc1ccc(S(=O)(=O)N2CC3(C2)CC(F)(F)C3)cc1)c1ccc2nccn2c1,8.77,active
CHEMBL5964064,CN1CCC2(CC1)CN(S(=O)(=O)c1ccc(CNC(=O)c3ccc4nccn4c3)cc1)C2,27.5,active
CHEMBL6023003,CN1CCOC2(C1)CN(S(=O)(=O)c1ccc(CNC(=O)c3ccc4nccn4c3)cc1)C2,33.6,active
CHEMBL5818413,CN1CCCC12CN(S(=O)(=O)c1ccc(CNC(=O)c3ccc4nccn4c3)cc1)C2,25.4,active
CHEMBL5999140,O=C(NCc1ccc(S(=O)(=O)N2CC3(CCCO3)C2)cc1)c1ccc2nccn2c1,19.0,active
CHEMBL6038463,O=C(NCc1ccc(S(=O)(=O)C2CCCOC2)cc1)c1cc2ccncc2o1,30.4,active
CHEMBL5814668,O=C(NCc1ccc(S(=O)(=O)C2CCCOC2)cc1)c1ccc2nccn2c1,32.9,active
CHEMBL5881070,Nc1ncc2c(n1)CN(C(=O)NCc1ccc(S(=O)(=O)C3CCOCC3)cc1)C2,2000.0,intermediate
CHEMBL2419534,O=C(NCc1ccc(S(=O)(=O)N2CCN(C3CCOCC3)CC2)cc1)N1Cc2ccncc2C1,12.4,active
CHEMBL5826441,CC(=O)N1CCC(S(=O)(=O)c2ccc(CNC(=O)c3ccc4nccn4c3)cc2)CC1,39.8,active
CHEMBL2419533,O=C(NCc1ccc(S(=O)(=O)N2CCN(C3COC3)CC2)cc1)N1Cc2ccncc2C1,50.7,active
CHEMBL5767195,O=C(NCc1ccc(S(=O)(=O)C2CC(F)(F)C2)cc1)c1cnc2[nH]ncc2c1,95.6,active
CHEMBL5852786,O=C(NCc1ccc(S(=O)(=O)N2CCC3(CCNC3=O)C2)cc1)c1cnc2[nH]ncc2c1,101.0,active
CHEMBL5962627,CN1CCC2(C1)CN(S(=O)(=O)c1ccc(CNC(=O)c3cnc4[nH]ncc4c3)cc1)C2,199.0,active
